,TRIP_TIME_OF_DAY,TRIP_DURATION_MIN,DAY_TYPE,PAYMENT_TYPE,FARE_PER_MILE,HAS_TIP,HAS_EXTRAS,PICKUP_COMMUNITY_AREA,DROPOFF_COMMUNITY_AREA,FARE
29868,morning,15.0,Monday,Other,2.5387596899224807,0,0,7.0,42.0,32.75
29869,night,15.0,Wednesday,Electronic,2.623574144486692,0,0,21.0,8.0,34.5
29870,morning,30.0,Monday,Electronic,2.4098746081504703,0,0,76.0,28.0,61.5
29871,night,45.0,Tuesday,Electronic,2.3835920177383594,0,1,76.0,43.0,64.5
29872,evening,30.0,Monday,Electronic,2.4752475247524752,1,1,8.0,32.0,47.5
29873,afternoon,45.0,Monday,Electronic,2.399665551839465,1,1,56.0,8.0,71.75
29874,night,30.0,Tuesday,Electronic,2.470017133066819,1,1,76.0,8.0,43.25
29875,night,15.0,Tuesday,Electronic,2.503681885125184,1,1,56.0,7.0,34.0
29876,evening,15.0,Monday,Electronic,2.4610591900311527,1,1,76.0,8.0,39.5
29877,morning,15.0,Monday,Electronic,2.5374376039933444,0,0,33.0,33.0,30.5
29878,night,30.0,Wednesday,Electronic,2.4752475247524752,1,1,56.0,11.0,50.0
29879,night,15.0,Monday,Electronic,1.7310513447432763,1,0,28.0,8.0,14.16
29880,evening,30.0,Tuesday,Cash,2.4763494713411243,0,1,76.0,8.0,44.5
29881,night,30.0,Tuesday,Cash,2.450316169828365,0,1,76.0,8.0,54.25
29882,night,15.0,Monday,Electronic,2.4787535410764874,1,1,24.0,5.0,35.0
29883,night,15.0,Tuesday,Cash,2.485294117647059,0,1,76.0,8.0,42.25
29884,night,15.0,Monday,Electronic,2.4705882352941178,1,1,76.0,32.0,42.0
29885,morning,15.0,Monday,Cash,2.5294117647058822,0,1,32.0,76.0,43.0
29886,morning,6.8,Monday,Other,3.7867647058823533,0,0,59.0,39.0,25.75
29887,evening,30.0,Monday,Electronic,2.5084175084175087,1,1,56.0,5.0,37.25
29888,evening,30.0,Monday,Electronic,2.485955056179775,1,1,76.0,8.0,44.25
29889,night,30.0,Tuesday,Electronic,2.52167060677699,1,1,56.0,32.0,32.0
29890,evening,30.0,Monday,Electronic,2.4558823529411766,1,1,8.0,8.0,41.75
29891,night,15.0,Wednesday,Cash,2.622014537902388,0,1,56.0,33.0,25.25
29892,morning,15.0,Tuesday,Electronic,2.4945770065075923,1,1,76.0,22.0,34.5
29893,morning,15.0,Monday,Electronic,2.5134048257372656,1,1,76.0,8.0,37.5
29894,morning,30.0,Tuesday,Electronic,2.4717514124293785,1,1,76.0,8.0,43.75
29895,morning,30.0,Monday,Electronic,2.4717514124293785,1,1,76.0,8.0,43.75
29896,morning,30.0,Monday,Electronic,2.4858757062146895,1,1,76.0,8.0,44.0
29897,night,7.08,Tuesday,Electronic,2.754237288135593,0,0,37.0,8.0,19.5
29898,evening,30.0,Tuesday,Electronic,2.486910994764398,1,1,76.0,8.0,42.75
29899,night,30.0,Tuesday,Cash,2.4544385655496765,0,1,8.0,3.0,41.75
29900,night,30.0,Tuesday,Electronic,2.518427518427518,1,1,8.0,7.0,41.0
29901,night,15.0,Monday,Electronic,2.7292576419213974,1,1,76.0,8.0,18.75
29902,morning,30.0,Tuesday,Electronic,2.4475524475524475,1,1,76.0,8.0,42.0
29903,evening,15.0,Monday,Electronic,2.472826086956522,1,1,76.0,32.0,45.5
29904,night,30.0,Tuesday,Electronic,2.526395173453997,1,1,56.0,8.0,33.5
29905,morning,15.0,Tuesday,Electronic,2.4880708929788686,1,1,76.0,8.0,36.5
29906,night,15.0,Wednesday,Electronic,2.5166666666666666,1,1,8.0,8.0,37.75
29907,evening,30.0,Tuesday,Cash,2.5230870712401057,0,1,76.0,8.0,38.25
29908,morning,30.0,Monday,Electronic,2.485549132947977,1,1,76.0,8.0,43.0
29909,night,30.0,Tuesday,Cash,2.526178010471204,0,1,76.0,8.0,48.25
29910,night,30.0,Monday,Electronic,2.4476439790575912,1,1,56.0,8.0,46.75
29911,night,15.0,Tuesday,Other,2.586206896551724,0,0,77.0,36.0,30.0
29912,morning,15.0,Monday,Other,2.586206896551724,0,0,50.0,36.0,30.0
29913,morning,15.0,Monday,Cash,2.5111252383979656,0,0,7.0,76.0,39.5
29914,morning,30.0,Monday,Electronic,2.4681087077093733,1,1,76.0,8.0,44.5
29915,night,30.0,Monday,Electronic,2.4681528662420384,0,1,56.0,8.0,38.75
29916,night,30.0,Monday,Cash,2.547770700636943,0,1,8.0,8.0,40.0
29917,night,30.0,Wednesday,Cash,2.462121212121212,0,1,76.0,8.0,48.75
29918,afternoon,30.0,Tuesday,Electronic,2.455919395465995,1,1,8.0,8.0,48.75
29919,night,15.0,Wednesday,Electronic,2.9926940639269413,1,0,33.0,56.0,32.77
29920,night,15.0,Monday,Electronic,2.7777777777777777,1,0,28.0,21.0,18.5
29921,morning,30.0,Monday,Electronic,2.42238946378175,1,1,8.0,33.0,51.5
29922,morning,30.0,Monday,Cash,2.4624373956594328,0,0,32.0,76.0,44.25
29923,night,30.0,Tuesday,Cash,2.558314522197141,0,1,76.0,5.0,34.0
29924,morning,30.0,Monday,Electronic,2.5,1,1,76.0,7.0,41.0
29925,evening,30.0,Tuesday,Electronic,2.5014543339150666,1,1,8.0,28.0,43.0
29926,afternoon,45.0,Monday,Cash,2.4659863945578233,0,1,76.0,8.0,72.5
29927,morning,30.0,Monday,Electronic,2.474747474747475,1,1,76.0,8.0,36.75
29928,morning,30.0,Monday,Electronic,2.4681087077093733,1,1,76.0,8.0,44.5
29929,evening,30.0,Monday,Cash,2.4588178294573644,0,1,76.0,35.0,50.75
29930,morning,15.0,Monday,Electronic,2.574135090609555,0,0,69.0,8.0,31.25
29931,morning,45.0,Tuesday,Electronic,2.39766081871345,1,1,76.0,8.0,82.0
29932,morning,15.0,Monday,Electronic,2.701863354037267,0,0,32.0,68.0,21.75
29933,morning,15.0,Tuesday,Electronic,2.6,0,0,35.0,3.0,26.0
29934,night,15.0,Tuesday,Electronic,2.5420489296636086,0,0,32.0,52.0,33.25
29935,morning,30.0,Tuesday,Electronic,2.5063451776649748,1,1,76.0,8.0,39.5
29936,morning,30.0,Tuesday,Electronic,2.427685950413223,1,1,8.0,8.0,58.75
29937,evening,45.0,Monday,Electronic,2.356733524355301,1,1,76.0,8.0,82.25
29938,night,30.0,Monday,Cash,2.416321925535916,0,1,76.0,8.0,64.25
29939,night,30.0,Wednesday,Electronic,2.4967148488830486,1,1,76.0,8.0,38.0
29940,night,30.0,Tuesday,Electronic,2.5,1,1,76.0,32.0,44.5
29941,morning,30.0,Monday,Electronic,2.4578651685393256,1,1,76.0,32.0,43.75
29942,night,30.0,Tuesday,Electronic,2.4689440993788816,1,1,76.0,24.0,39.75
29943,morning,30.0,Monday,Electronic,2.491785323110624,1,1,8.0,8.0,45.5
29944,morning,45.0,Monday,Electronic,2.4578971324533456,1,1,8.0,8.0,54.0
29945,afternoon,45.0,Monday,Electronic,2.3968253968253967,1,1,56.0,76.0,75.5
29946,afternoon,30.0,Monday,Electronic,2.4259033698741375,1,1,76.0,8.0,59.75
29947,morning,30.0,Monday,Electronic,2.5182481751824817,1,1,76.0,22.0,34.5
29948,evening,30.0,Tuesday,Electronic,2.4928774928774926,1,1,8.0,8.0,43.75
29949,morning,30.0,Monday,Electronic,2.4594594594594597,1,1,76.0,32.0,45.5
29950,morning,30.0,Monday,Cash,2.472972972972973,0,1,32.0,76.0,45.75
29951,evening,15.0,Monday,Electronic,2.543330821401658,1,1,8.0,32.0,33.75
29952,evening,30.0,Monday,Electronic,2.4723829563387687,1,1,76.0,8.0,47.0
29953,evening,30.0,Monday,Cash,2.5384101536406143,0,0,32.0,8.0,38.0
29954,night,30.0,Monday,Electronic,2.441860465116279,1,1,76.0,8.0,42.0
29955,evening,15.0,Monday,Other,2.578125,0,0,55.0,75.0,24.75
29956,morning,30.0,Monday,Electronic,2.4515086206896552,1,1,8.0,32.0,45.5
29957,evening,15.0,Monday,Cash,2.5,0,1,76.0,8.0,36.0
29958,night,30.0,Tuesday,Cash,2.4821722435545803,0,1,8.0,28.0,45.25
29959,morning,30.0,Monday,Electronic,2.464788732394366,1,1,76.0,8.0,47.25
29960,night,30.0,Wednesday,Electronic,2.481246393537219,1,1,76.0,8.0,43.0
29961,night,15.0,Monday,Electronic,2.4577167019027484,1,1,8.0,8.0,46.5
29962,night,30.0,Monday,Electronic,2.444884115319389,1,1,8.0,8.0,43.25
29963,morning,30.0,Monday,Electronic,2.4543991416309012,1,1,76.0,32.0,45.75
29964,morning,30.0,Tuesday,Electronic,2.4678111587982836,1,0,8.0,76.0,40.25
29965,night,30.0,Tuesday,Electronic,2.4857142857142858,1,1,76.0,32.0,43.5
29966,night,30.0,Tuesday,Electronic,2.533112582781457,1,1,56.0,44.0,38.25
29967,night,15.0,Tuesday,Electronic,2.466887417218543,1,1,76.0,24.0,37.25
29968,morning,30.0,Monday,Electronic,2.411417322834646,1,1,76.0,41.0,61.25
29969,evening,60.0,Tuesday,Electronic,2.418455533872317,1,1,76.0,8.0,86.75
29970,evening,15.0,Monday,Cash,2.490151941474395,0,1,76.0,76.0,44.25
29971,evening,30.0,Tuesday,Electronic,2.5145348837209305,1,1,76.0,8.0,43.25
29972,evening,30.0,Monday,Electronic,2.514880952380952,1,1,76.0,8.0,42.25
29973,morning,30.0,Tuesday,Electronic,2.4842044801838026,1,1,76.0,8.0,43.25
29974,night,30.0,Tuesday,Electronic,2.5185936443542936,1,1,76.0,20.0,37.25
29975,evening,30.0,Tuesday,Electronic,2.4352100089365507,1,1,56.0,1.0,54.5
29976,evening,30.0,Monday,Electronic,2.4613623354321694,1,1,56.0,6.0,43.0
29977,morning,30.0,Monday,Cash,2.4725274725274726,0,1,76.0,8.0,42.75
29978,afternoon,30.0,Monday,Electronic,2.434701492537313,1,1,76.0,8.0,65.25
29979,afternoon,30.0,Tuesday,Cash,2.8300138953219083,0,0,7.0,8.0,61.1
29980,evening,60.0,Monday,Electronic,2.381784300023294,1,1,56.0,8.0,102.25
29981,morning,5.67,Monday,Electronic,3.0599647266313936,1,0,3.0,32.0,17.35
29982,night,15.0,Tuesday,Electronic,2.466036621382162,1,1,8.0,28.0,41.75
29983,evening,30.0,Monday,Electronic,2.4760832864378166,1,1,76.0,32.0,44.0
29984,morning,30.0,Monday,Cash,2.7011679420056383,0,0,8.0,30.0,67.07
29985,night,15.0,Tuesday,Electronic,2.4696969696969697,1,1,76.0,28.0,40.75
29986,afternoon,15.0,Tuesday,Electronic,2.5454545454545454,1,1,76.0,8.0,28.0
29987,night,15.0,Tuesday,Cash,2.484848484848485,0,1,76.0,24.0,41.0
29988,morning,45.0,Monday,Electronic,2.418181818181818,1,1,76.0,32.0,66.5
29989,evening,30.0,Monday,Cash,2.5030902348578494,0,0,28.0,8.0,40.5
29990,night,15.0,Tuesday,Electronic,2.5137741046831956,1,1,76.0,8.0,36.5
29991,night,15.0,Tuesday,Electronic,2.5298804780876494,1,1,8.0,8.0,31.75
29992,morning,15.0,Monday,Electronic,2.6402640264026402,1,1,8.0,14.0,24.0
29993,night,30.0,Monday,Electronic,2.557544757033248,0,0,35.0,77.0,30.0
29994,afternoon,15.0,Tuesday,Electronic,2.5,1,1,76.0,8.0,43.0
29995,night,15.0,Tuesday,Electronic,2.48546511627907,1,1,8.0,8.0,42.75
29996,morning,30.0,Monday,Electronic,2.48546511627907,1,1,76.0,32.0,42.75
29997,morning,15.0,Monday,Cash,2.48546511627907,0,1,32.0,8.0,42.75
29998,night,30.0,Tuesday,Electronic,2.5091799265605874,1,1,8.0,8.0,41.0
29999,evening,30.0,Monday,Electronic,2.455357142857143,1,1,76.0,28.0,41.25
30000,night,15.0,Wednesday,Electronic,2.522255192878338,1,1,8.0,22.0,34.0
30001,night,30.0,Monday,Electronic,2.4631268436578173,1,1,8.0,8.0,41.75
30002,evening,15.0,Monday,Electronic,2.551477170993733,0,0,37.0,8.0,28.5
30003,night,15.0,Monday,Cash,2.5201612903225805,0,1,56.0,8.0,31.25
30004,afternoon,15.0,Tuesday,Electronic,2.818627450980392,1,1,33.0,41.0,17.25
30005,morning,30.0,Monday,Cash,2.4500696702275895,0,1,76.0,8.0,52.75
30006,morning,45.0,Monday,Electronic,2.4583963691376702,1,1,76.0,28.0,65.0
30007,night,30.0,Tuesday,Electronic,2.481012658227848,1,1,76.0,32.0,49.0
30008,night,15.0,Tuesday,Electronic,2.5158227848101267,1,1,56.0,7.0,39.75
30009,evening,15.0,Monday,Cash,2.519083969465649,0,1,76.0,5.0,33.0
30010,afternoon,15.0,Monday,Other,2.595419847328244,0,0,54.0,37.0,34.0
30011,evening,30.0,Monday,Electronic,2.481565513329552,1,1,8.0,8.0,43.75
30012,evening,30.0,Monday,Electronic,2.5099262620533183,1,1,8.0,32.0,44.25
30013,evening,30.0,Tuesday,Electronic,2.5222081218274113,0,1,76.0,8.0,39.75
30014,night,30.0,Monday,Electronic,2.4659400544959125,1,1,8.0,32.0,45.25
30015,evening,30.0,Monday,Cash,2.4154589371980677,0,1,76.0,33.0,50.0
30016,night,15.0,Tuesday,Electronic,2.5314361350099275,1,1,76.0,8.0,38.25
30017,afternoon,30.0,Monday,Cash,2.4849808847624253,0,1,76.0,8.0,45.5
30018,evening,8.77,Monday,Electronic,2.6510832383124288,1,1,8.0,11.0,23.25
30019,morning,30.0,Monday,Electronic,2.482365708084645,1,1,32.0,76.0,45.75
30020,night,30.0,Monday,Electronic,2.4862637362637363,1,1,76.0,8.0,45.25
30021,evening,15.0,Tuesday,Electronic,2.492917847025496,1,1,8.0,32.0,44.0
30022,night,15.0,Wednesday,Electronic,2.4841437632135306,1,1,76.0,22.0,35.25
30023,evening,15.0,Tuesday,Electronic,2.580789946140036,0,0,6.0,41.0,28.75
30024,night,30.0,Tuesday,Electronic,2.5157232704402515,1,1,76.0,8.0,40.0
30025,evening,30.0,Tuesday,Electronic,2.4390243902439024,1,1,8.0,35.0,53.0
30026,night,30.0,Monday,Electronic,2.452830188679245,1,1,8.0,8.0,39.0
30027,evening,30.0,Tuesday,Electronic,2.4583963691376702,1,1,76.0,33.0,48.75
30028,evening,30.0,Tuesday,Electronic,2.4703557312252964,1,1,76.0,8.0,43.75
30029,afternoon,30.0,Tuesday,Electronic,2.46900826446281,1,1,8.0,8.0,59.75
30030,night,30.0,Tuesday,Electronic,2.484254723582925,1,1,8.0,24.0,35.5
30031,evening,30.0,Monday,Electronic,2.4547803617571056,1,1,76.0,8.0,47.5
30032,night,15.0,Tuesday,Electronic,2.4695121951219514,1,1,8.0,8.0,40.5
30033,morning,15.0,Monday,Electronic,2.53955037468776,0,0,10.0,8.0,30.5
30034,night,30.0,Monday,Cash,2.4547187797902765,0,1,8.0,8.0,51.5
30035,night,15.0,Wednesday,Electronic,2.4849397590361444,1,1,76.0,8.0,41.25
30036,night,8.3,Wednesday,Cash,2.650602409638554,0,0,32.0,8.0,22.0
30037,morning,30.0,Tuesday,Cash,2.545180722891566,0,1,76.0,8.0,42.25
30038,morning,15.0,Tuesday,Electronic,2.650602409638554,1,0,77.0,32.0,22.0
30039,evening,15.0,Monday,Electronic,2.5563258232235704,1,1,76.0,16.0,29.5
30040,evening,30.0,Tuesday,Cash,2.4378109452736316,0,1,8.0,8.0,49.0
30041,morning,30.0,Monday,Electronic,2.5697503671071953,0,0,28.0,75.0,35.0
30042,night,15.0,Tuesday,Electronic,2.4710982658959537,0,1,76.0,8.0,42.75
30043,morning,15.0,Tuesday,Cash,2.5289017341040463,0,1,76.0,8.0,43.75
30044,night,15.0,Tuesday,Electronic,2.4566473988439306,1,1,76.0,8.0,42.5
30045,evening,30.0,Monday,Electronic,2.514450867052023,1,1,76.0,8.0,43.5
30046,evening,45.0,Monday,Electronic,2.4355300859598854,1,1,8.0,8.0,85.0
30047,night,15.0,Monday,Electronic,2.4424480628860192,1,1,76.0,32.0,43.5
30048,morning,15.0,Monday,Electronic,2.570601013758146,1,1,76.0,8.0,35.5
30049,morning,15.0,Monday,Electronic,2.5675675675675675,0,0,16.0,76.0,28.5
30050,night,15.0,Tuesday,Electronic,2.4722222222222223,1,1,76.0,8.0,44.5
30051,morning,30.0,Tuesday,Cash,2.486111111111111,0,1,76.0,8.0,44.75
30052,morning,15.0,Monday,Cash,2.6666666666666665,0,0,21.0,35.0,24.0
30053,evening,15.0,Monday,Electronic,2.4537296690970276,1,1,8.0,8.0,43.75
30054,evening,30.0,Tuesday,Electronic,2.4456521739130435,1,1,8.0,77.0,47.25
30055,night,15.0,Tuesday,Electronic,2.4197860962566846,1,1,76.0,32.0,45.25
30056,night,30.0,Monday,Electronic,2.4465240641711232,1,1,76.0,8.0,45.75
30057,morning,15.0,Tuesday,Electronic,2.586996336996337,0,0,55.0,75.0,28.25
30058,afternoon,15.0,Monday,Electronic,2.606088560885609,0,0,28.0,49.0,28.25
30059,morning,45.0,Monday,Electronic,2.3997793306362634,0,1,8.0,27.0,65.25
30060,morning,30.0,Monday,Electronic,2.4662360540223136,1,0,28.0,76.0,42.0
30061,night,30.0,Monday,Electronic,2.4858757062146895,1,1,76.0,32.0,44.0
30062,night,30.0,Wednesday,Electronic,2.4901055408970976,1,0,56.0,5.0,37.75
30063,morning,30.0,Tuesday,Electronic,2.4632553075666848,1,1,8.0,8.0,45.25
30064,night,15.0,Monday,Other,2.6546391752577323,0,0,59.0,8.0,25.75
30065,afternoon,9.7,Monday,Other,2.5515463917525776,0,0,53.0,54.0,24.75
30066,evening,15.0,Monday,Cash,2.492917847025496,0,1,76.0,8.0,44.0
30067,afternoon,45.0,Tuesday,Electronic,2.4262295081967213,1,1,76.0,8.0,74.0
30068,evening,45.0,Monday,Electronic,2.4573378839590445,1,1,56.0,8.0,72.0
30069,night,15.0,Monday,Electronic,2.5721153846153846,1,1,56.0,28.0,26.75
30070,night,15.0,Tuesday,Electronic,2.541456380677722,1,1,76.0,7.0,35.25
30071,night,30.0,Tuesday,Electronic,2.4526198439241917,1,1,76.0,32.0,44.0
30072,evening,30.0,Tuesday,Electronic,2.559322033898305,0,0,73.0,8.0,37.75
30073,evening,30.0,Monday,Electronic,2.50164581961817,1,1,76.0,8.0,38.0
30074,evening,15.0,Tuesday,Cash,3.220720720720721,0,1,76.0,8.0,35.75
30075,morning,15.0,Monday,Electronic,2.59009009009009,1,1,76.0,8.0,28.75
30076,afternoon,30.0,Monday,Electronic,1.5254237288135593,1,1,76.0,76.0,18.0
30077,night,15.0,Monday,Electronic,2.5192442267319803,1,1,8.0,6.0,36.0
30078,morning,30.0,Tuesday,Electronic,2.495721620079863,1,1,76.0,8.0,43.75
30079,night,45.0,Wednesday,Cash,2.411684782608696,0,1,56.0,8.0,88.75
30080,evening,15.0,Monday,Electronic,2.6102610261026102,0,0,6.0,39.0,29.0
30081,morning,30.0,Monday,Electronic,2.5044722719141324,1,1,6.0,56.0,42.0
30082,night,30.0,Monday,Cash,2.7077546296296293,0,0,53.0,8.0,46.79
30083,morning,15.0,Monday,Electronic,2.56,1,1,32.0,56.0,32.0
30084,afternoon,30.0,Monday,Electronic,2.412451361867704,1,1,56.0,8.0,62.0
30085,night,30.0,Tuesday,Electronic,2.4769475357710653,1,0,32.0,76.0,46.74
30086,night,30.0,Tuesday,Electronic,2.4211461572634385,1,1,8.0,8.0,54.5
30087,morning,30.0,Tuesday,Electronic,2.5535714285714284,1,1,76.0,8.0,35.75
30088,night,30.0,Monday,Electronic,2.4354243542435423,1,1,6.0,8.0,66.0
30089,evening,30.0,Tuesday,Cash,2.708020050125313,0,0,28.0,48.0,43.22
30090,morning,75.0,Tuesday,Cash,2.377680043980209,0,0,8.0,8.0,129.75
30091,night,30.0,Tuesday,Electronic,2.4516129032258065,1,1,76.0,8.0,38.0
30092,night,45.0,Tuesday,Cash,2.447052089295936,0,0,28.0,8.0,85.5
30093,night,15.0,Tuesday,Other,2.5,0,0,35.0,8.0,36.5
30094,afternoon,45.0,Monday,Cash,2.4159021406727827,0,1,56.0,8.0,79.0
30095,morning,45.0,Monday,Cash,2.4749163879598663,0,1,76.0,8.0,74.0
30096,morning,15.0,Tuesday,Cash,2.6923076923076925,0,0,8.0,8.0,21.0
30097,night,15.0,Tuesday,Electronic,2.4836601307189543,1,1,76.0,8.0,38.0
30098,night,30.0,Monday,Electronic,2.4702380952380953,1,1,56.0,6.0,41.5
30099,afternoon,45.0,Tuesday,Electronic,2.391237272446776,1,1,8.0,8.0,77.5
30100,evening,30.0,Tuesday,Electronic,2.481669486745629,1,1,76.0,32.0,44.0
30101,afternoon,15.0,Tuesday,Electronic,2.528735632183908,1,1,76.0,8.0,44.0
30102,morning,30.0,Monday,Electronic,2.485632183908046,1,1,76.0,8.0,43.25
30103,morning,15.0,Monday,Electronic,2.4712643678160924,1,1,76.0,8.0,43.0
30104,morning,30.0,Tuesday,Electronic,2.4958402662229617,1,1,8.0,76.0,45.0
30105,night,30.0,Tuesday,Electronic,2.458563535911602,1,1,76.0,32.0,44.5
30106,night,30.0,Monday,Electronic,2.45126993502658,1,1,76.0,28.0,41.5
30107,night,15.0,Tuesday,Electronic,2.526273241713824,1,1,8.0,24.0,31.25
30108,night,30.0,Tuesday,Electronic,2.4539045553145336,1,1,76.0,8.0,45.25
30109,evening,30.0,Tuesday,Electronic,2.473404255319149,1,1,8.0,8.0,46.5
30110,night,15.0,Tuesday,Electronic,2.5252525252525255,1,1,8.0,22.0,32.5
30111,night,30.0,Tuesday,Cash,2.446081009994739,0,1,8.0,22.0,46.5
30112,evening,15.0,Monday,Cash,2.5599630996309966,0,0,32.0,8.0,27.75
30113,night,30.0,Tuesday,Electronic,2.4968394437420987,1,1,7.0,76.0,39.5
30114,night,15.0,Tuesday,Electronic,2.501534683855126,1,1,8.0,8.0,40.75
30115,evening,30.0,Tuesday,Cash,2.4943946188340806,0,1,76.0,32.0,44.5
30116,morning,15.0,Tuesday,Electronic,2.488558352402746,1,1,8.0,8.0,43.5
30117,night,30.0,Wednesday,Electronic,2.5178687459389213,1,1,8.0,7.0,38.75
30118,morning,30.0,Tuesday,Electronic,2.477034120734908,1,0,6.0,56.0,37.75
30119,night,30.0,Tuesday,Cash,2.5170648464163823,0,1,76.0,32.0,44.25
30120,morning,15.0,Tuesday,Electronic,2.5208491281273693,1,1,8.0,22.0,33.25
30121,morning,15.0,Tuesday,Electronic,2.5383491599707817,0,0,75.0,8.0,34.75
30122,night,15.0,Monday,Electronic,2.453271028037383,1,1,8.0,28.0,42.0
30123,morning,30.0,Monday,Electronic,2.514903129657228,0,0,15.0,59.0,33.75
30124,morning,30.0,Monday,Electronic,2.485795454545454,1,1,76.0,32.0,43.75
30125,night,30.0,Tuesday,Electronic,2.4728781110402043,1,1,76.0,24.0,38.75
30126,evening,30.0,Monday,Electronic,2.4936467598475223,1,1,8.0,8.0,39.25
30127,evening,15.0,Tuesday,Electronic,2.4821722435545803,1,1,76.0,32.0,45.25
30128,morning,30.0,Tuesday,Electronic,2.4493705528188285,0,1,32.0,76.0,44.75
30129,morning,30.0,Monday,Electronic,2.4786780383795306,1,0,32.0,76.0,46.5
30130,night,15.0,Wednesday,Cash,2.6223776223776225,0,1,6.0,28.0,26.25
30131,morning,30.0,Monday,Cash,2.477728285077951,0,1,8.0,76.0,44.5
30132,night,30.0,Wednesday,Electronic,2.5298804780876494,1,1,76.0,8.0,31.75
30133,morning,75.0,Monday,Electronic,2.4,1,1,56.0,8.0,114.0
30134,evening,30.0,Monday,Electronic,2.522050716648291,1,1,76.0,8.0,45.75
30135,morning,30.0,Monday,Electronic,2.452830188679245,1,1,76.0,32.0,45.5
30136,evening,30.0,Monday,Electronic,2.4567280848687885,1,1,8.0,32.0,44.0
30137,morning,30.0,Tuesday,Electronic,2.4521183981427743,1,1,76.0,28.0,42.25
30138,night,15.0,Wednesday,Electronic,2.5416666666666665,1,1,32.0,56.0,30.5
30139,evening,15.0,Monday,Electronic,2.5065963060686016,1,1,8.0,8.0,38.0
30140,morning,15.0,Monday,Electronic,2.4527186761229314,1,1,76.0,28.0,41.5
30141,evening,30.0,Monday,Electronic,2.48546511627907,1,1,76.0,8.0,42.75
30142,evening,30.0,Tuesday,Electronic,2.4036627241510873,1,1,76.0,8.0,63.0
30143,morning,15.0,Tuesday,Electronic,2.5662959794696323,0,0,24.0,43.0,30.0
30144,morning,30.0,Monday,Electronic,2.4342105263157894,1,1,76.0,8.0,55.5
30145,morning,30.0,Tuesday,Electronic,2.428940568475452,1,1,8.0,28.0,47.0
30146,morning,30.0,Tuesday,Electronic,2.51953125,0,0,10.0,31.0,32.25
30147,morning,15.0,Tuesday,Electronic,2.586206896551724,0,0,6.0,39.0,30.0
30148,morning,15.0,Monday,Electronic,2.4635568513119535,1,1,76.0,8.0,42.25
30149,evening,15.0,Tuesday,Electronic,2.4587750294464077,1,1,76.0,28.0,41.75
30150,evening,45.0,Monday,Electronic,2.473002159827214,1,1,76.0,8.0,57.25
30151,morning,45.0,Tuesday,Electronic,2.4028077753779695,1,0,8.0,8.0,66.75
30152,night,30.0,Monday,Cash,2.491830065359477,0,1,8.0,8.0,45.75
30153,night,15.0,Wednesday,Cash,2.5,0,1,8.0,8.0,39.75
30154,night,30.0,Tuesday,Electronic,2.4193548387096775,1,1,56.0,8.0,52.5
30155,night,15.0,Wednesday,Electronic,2.5892857142857144,1,1,56.0,32.0,29.0
30156,evening,15.0,Tuesday,Other,2.566964285714286,0,0,36.0,51.0,28.75
30157,afternoon,15.0,Tuesday,Other,2.6785714285714284,0,0,49.0,34.0,22.5
30158,morning,15.0,Tuesday,Cash,2.9761904761904763,0,0,8.0,6.0,12.5
30159,morning,30.0,Tuesday,Electronic,2.4714285714285715,1,1,8.0,76.0,43.25
30160,night,15.0,Tuesday,Other,2.5892857142857144,0,0,35.0,22.0,29.0
30161,night,30.0,Tuesday,Electronic,2.455357142857143,1,1,56.0,6.0,41.25
30162,night,30.0,Tuesday,Cash,2.5087108013937285,0,1,8.0,5.0,36.0
30163,night,15.0,Monday,Electronic,2.442857142857143,1,1,76.0,8.0,42.75
30164,night,30.0,Monday,Electronic,2.4450549450549453,1,1,76.0,32.0,44.5
30165,night,30.0,Monday,Electronic,2.5,1,1,76.0,8.0,43.75
30166,evening,45.0,Monday,Electronic,2.276785714285714,1,1,76.0,56.0,76.5
30167,afternoon,30.0,Monday,Electronic,2.5,1,1,76.0,8.0,50.75
30168,afternoon,30.0,Monday,Other,2.6339285714285716,0,0,53.0,38.0,29.5
30169,morning,30.0,Monday,Electronic,2.4857142857142858,1,0,28.0,76.0,43.5
30170,morning,15.0,Monday,Electronic,2.5142045454545454,1,1,8.0,8.0,44.25
30171,night,15.0,Monday,Electronic,2.5,0,1,76.0,24.0,37.5
30172,night,15.0,Wednesday,Electronic,2.4572649572649574,1,1,76.0,8.0,40.25
30173,morning,30.0,Monday,Electronic,2.473886750962067,1,0,32.0,76.0,45.0
30174,night,15.0,Tuesday,Electronic,2.5407292474786654,1,1,8.0,24.0,32.75
30175,morning,30.0,Tuesday,Electronic,2.436619718309859,1,0,32.0,76.0,43.25
30176,evening,30.0,Tuesday,Electronic,2.4931129476584024,1,1,76.0,32.0,45.25
30177,morning,15.0,Tuesday,Cash,2.512044046799725,0,0,53.0,49.0,36.5
30178,morning,15.0,Monday,Electronic,2.52156602521566,1,1,8.0,8.0,38.0
30179,night,30.0,Monday,Electronic,2.455357142857143,1,1,76.0,8.0,41.25
30180,night,15.0,Tuesday,Electronic,2.446266968325792,1,1,8.0,8.0,43.25
30181,morning,15.0,Tuesday,Electronic,2.5060386473429954,1,1,7.0,76.0,41.5
30182,night,15.0,Tuesday,Electronic,2.3885191347753745,0,0,8.0,56.0,28.71
30183,morning,30.0,Monday,Electronic,2.4701873935264054,1,1,76.0,32.0,43.5
